base_id,base_key,latitude,longitude,poi_Transportation Facilities,poi_Leisure & Entertainment,poi_Companies & Enterprises,poi_Healthcare,poi_Commercial & Residential,poi_Tourist Attractions,poi_Automotive,poi_Life Services,poi_Science & Education & Culture,poi_Shopping & Consumer Goods,poi_Sports & Fitness,poi_Hotels & Accommodations,poi_Financial Institutions,poi_Dining & Cuisine
5504,Base_3610000E4011,31.15341949,121.53430939,12,1,15,1,1,2,2,14,21,8,5,2,1,28
5505,Base_3610000E4012,31.1596756,121.57109833,8,1,1,10,7,0,0,41,13,45,11,8,4,43
5506,Base_3610000E4013,31.15282631,121.53488159,10,1,13,1,2,1,6,17,18,7,5,1,1,20
5507,Base_3610000E4021,31.18073082,121.43727875,36,1,55,2,16,1,1,32,6,38,16,5,3,16
5508,Base_3610000E4022,31.18133926,121.43695831,32,1,50,2,13,1,2,25,3,33,15,3,4,10
5509,Base_3610000E4023,31.18467903,121.43588257,43,11,21,7,9,2,12,73,40,117,36,11,8,96
5510,Base_3610000E4031,31.1958313,121.43141937,74,5,114,27,36,3,20,130,41,769,12,19,21,137
5511,Base_3610000E4032,31.19526291,121.43219757,91,16,146,25,40,7,23,165,65,1036,18,15,25,243
5512,Base_3610000E4033,31.19711494,121.43218994,83,13,123,38,49,1,16,205,108,1027,25,23,28,257
5513,Base_3610000E4041,31.23269653,121.34001923,1,0,1,0,2,0,0,1,1,1,0,0,0,0
5514,Base_3610000E4042,31.20239067,121.43036652,43,8,50,9,39,7,4,39,124,73,7,11,11,44
5515,Base_3610000E4043,31.20348549,121.43034363,42,10,39,9,47,8,3,41,72,53,4,16,10,40
5516,Base_3610000E4051,31.33526039,121.47991943,4,2,36,1,8,0,9,20,7,32,0,1,2,33
5517,Base_3610000E4052,31.33509827,121.48023987,4,2,36,1,8,0,8,10,7,24,0,1,2,25
5518,Base_3610000E4061,31.34671211,121.36721039,23,8,40,18,5,8,3,43,34,66,9,14,11,65
5519,Base_3610000E4062,31.34638405,121.36727142,23,8,40,18,5,10,3,42,34,66,11,14,11,65
5520,Base_3610000E4063,31.33893585,121.5068512,9,0,0,0,0,1,0,0,10,1,3,0,0,0
5521,Base_3610000E4081,31.35197639,121.24249268,25,1,7,10,10,1,12,35,21,25,5,4,1,22
5522,Base_3610000E4091,31.38714218,121.2511673,44,4,10,6,9,7,8,52,43,96,4,6,12,55
5523,Base_3610000E4092,31.38134575,121.25687408,16,0,9,3,7,2,1,16,13,19,5,4,2,18
5524,Base_3610000E4093,31.38009834,121.24784088,18,2,21,12,24,4,0,53,26,101,4,6,4,34
5525,Base_3610000E40A1,31.28606606,121.17018127,14,2,26,2,4,0,51,14,10,19,1,1,1,17
5526,Base_3610000E40A2,31.28581047,121.16931915,13,1,21,0,3,0,42,11,7,15,0,1,1,5
5527,Base_3610000E40B1,31.35672569,121.35038757,2,0,5,0,3,0,0,3,2,1,0,1,0,0
5528,Base_3610000E40B2,31.35296059,121.3540802,4,1,3,0,4,0,1,2,7,9,1,1,0,4
5529,Base_3610000E40B3,31.35055351,121.34371185,0,0,3,0,3,0,2,1,1,1,0,0,0,0
5530,Base_3610000E40C1,31.33380127,121.59174347,9,0,15,1,4,0,7,7,0,0,2,0,1,0
5531,Base_3610000E40C2,31.32748222,121.59809875,17,0,25,0,4,0,0,2,0,1,0,0,1,0
5532,Base_3610000E40C3,31.32807732,121.59349823,5,1,4,0,1,2,2,9,0,8,3,0,0,10
5533,Base_3610000E40D1,31.34251976,121.45996094,9,0,28,0,3,1,56,14,0,12,3,1,1,5
5534,Base_3610000E40D2,31.33820724,121.46520996,5,0,26,1,7,0,54,10,1,44,10,3,0,36
5535,Base_3610000E40D3,31.33652878,121.45507812,8,1,3,6,15,0,0,38,7,75,0,9,0,63
5536,Base_3610000E40E1,31.29195786,121.34107971,10,1,7,9,9,0,3,18,15,29,1,0,1,34
5537,Base_3610000E40E2,31.28292847,121.33821869,4,0,12,0,4,0,4,15,1,23,3,2,0,24
5538,Base_3610000E40E3,31.28923416,121.3216095,10,0,59,4,9,0,24,16,3,23,5,2,3,10
5539,Base_3610000E40F1,31.39719009,121.4861908,53,8,12,4,7,3,5,39,21,48,25,0,7,45
5540,Base_3610000E40F2,31.39488792,121.48706055,45,4,25,5,12,0,4,39,21,62,20,3,10,30
5541,Base_3610000E40F3,31.32893562,121.62042999,13,4,4,2,7,2,5,13,6,12,1,8,1,16
5542,Base_3610000E4101,31.38236809,121.49643707,35,8,39,7,14,1,5,20,11,25,5,7,6,30
5543,Base_3610000E4102,31.38248062,121.49743652,32,8,36,7,12,1,5,17,8,22,4,7,5,26
5544,Base_3610000E4103,31.2318325,121.41918182,36,7,48,9,18,2,9,46,23,46,9,4,8,46
5545,Base_3610000E4111,31.33625984,121.63611603,5,0,4,0,2,0,1,5,0,2,0,0,0,1
5546,Base_3610000E4112,31.23190117,121.41920471,36,8,49,9,17,2,9,50,23,48,10,4,9,52
5547,Base_3610000E4141,31.29651833,121.42325592,14,3,8,14,15,3,3,31,4,77,0,8,2,44
5548,Base_3610000E4142,31.29146767,121.42732239,13,0,24,2,15,1,7,40,2,73,0,4,1,12
5549,Base_3610000E4143,31.29465103,121.41692352,15,4,41,2,10,0,9,19,12,78,8,2,1,20
5550,Base_3610000E4161,31.30412292,121.24964142,1,0,1,0,2,0,0,1,0,2,0,0,0,0
5551,Base_3610000E4162,31.29410172,121.24801636,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5552,Base_3610000E4163,31.29894638,121.26036835,1,0,32,0,1,0,0,3,2,11,0,0,0,0
5553,Base_3610000E4191,31.35776138,121.41339111,5,6,19,5,6,0,12,21,8,19,6,6,1,36
5554,Base_3610000E4192,31.35764313,121.41340637,4,6,19,5,6,0,12,18,7,18,6,6,1,36
5555,Base_3610000E41A1,31.27268028,121.23921204,2,0,0,0,0,0,1,1,1,0,0,0,0,0
5556,Base_3610000E41A2,31.25270271,121.23863983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5557,Base_3610000E41A3,31.2519722,121.22418213,1,1,9,0,0,0,10,3,0,3,0,0,0,1
5558,Base_3610000E41C1,31.3638649,121.25016785,9,2,60,2,2,0,26,25,2,85,5,3,0,23
5559,Base_3610000E41C2,31.35885429,121.25302887,9,2,6,9,6,1,3,19,8,31,5,0,7,20
5560,Base_3610000E41C3,31.35756111,121.24159241,10,0,4,1,3,0,2,9,2,13,5,0,0,7
5561,Base_3610000E41D1,31.31425858,121.58696747,28,8,15,5,9,1,15,57,36,75,14,3,7,86
5562,Base_3610000E41D2,31.31410217,121.58728027,28,8,15,2,8,1,15,54,31,70,11,2,7,72
5563,Base_3610000E41E1,31.38329506,121.49029541,24,9,8,7,16,1,4,63,33,129,7,9,6,78
5564,Base_3610000E41F1,31.39318657,121.2334137,30,1,21,3,9,0,2,19,9,14,3,3,2,50
5565,Base_3610000E41F2,31.3914299,121.23485565,30,1,6,17,6,1,5,15,9,16,3,3,2,49
5566,Base_3610000E4201,31.33870888,121.56482697,8,0,11,1,50,0,1,18,6,27,1,0,1,26
5567,Base_3610000E4202,31.33139229,121.57011414,4,0,6,0,1,0,7,4,0,2,0,0,0,2
5568,Base_3610000E4203,31.3290844,121.55101013,2,0,10,0,10,1,0,4,9,5,1,0,0,7
5569,Base_3610000E4211,31.2433815,121.37799835,49,8,46,14,13,2,4,48,9,149,10,12,15,58
5570,Base_3610000E4212,31.15155983,121.32082367,4,0,1,3,4,0,10,29,5,16,1,0,2,10
5571,Base_3610000E4221,31.44389343,121.19174194,6,0,3,0,0,0,0,0,0,1,0,0,0,1
5572,Base_3610000E4222,31.43640137,121.1964035,3,0,17,0,1,0,0,2,0,2,0,0,0,0
5573,Base_3610000E4223,31.43650627,121.18602753,5,0,12,0,0,0,1,1,2,0,0,0,0,1
5574,Base_3610000E4231,31.19689369,121.26268768,2,1,76,1,21,0,8,17,10,14,2,3,1,18
5575,Base_3610000E4232,31.19023895,121.26680756,2,0,5,0,4,1,1,4,3,3,1,0,0,2
5576,Base_3610000E4233,31.18580627,121.25800323,3,1,15,4,4,0,2,5,2,5,1,2,1,1
5577,Base_3610000E4241,31.35496712,121.24643707,9,2,6,5,11,1,5,12,17,21,8,2,0,16
5578,Base_3610000E4242,31.35062408,121.24964142,27,2,23,5,6,0,11,13,7,11,3,5,4,12
5579,Base_3610000E4243,31.34981918,121.2407608,28,7,13,14,15,1,16,68,14,48,8,10,3,58
5580,Base_3610000E4251,31.23247337,121.22267914,21,15,50,13,4,0,18,59,16,139,11,15,1,126
5581,Base_3610000E4252,31.22602654,121.22397614,11,0,3,5,5,0,7,12,1,23,4,1,1,13
5582,Base_3610000E4261,31.3742981,121.23881531,8,1,8,6,9,1,4,14,4,120,1,0,2,10
5583,Base_3610000E4262,31.36881065,121.23931885,21,8,8,4,5,1,6,34,6,25,2,3,2,54
5584,Base_3610000E4263,31.37311363,121.23568726,16,1,7,12,9,1,2,39,2,66,1,4,12,44
5585,Base_3610000E4281,31.26499176,121.33521271,20,11,18,9,10,1,44,26,19,93,4,20,2,84
5586,Base_3610000E4282,31.26107216,121.34159851,23,6,47,12,11,0,39,71,5,130,0,17,8,92
5587,Base_3610000E4283,31.26168633,121.33715057,23,13,32,20,11,1,68,60,24,100,9,22,2,124
5588,Base_3610000E42A1,31.34716225,121.36691284,23,8,40,19,5,4,3,43,34,66,9,14,11,65
5589,Base_3610000E42A2,31.34749222,121.36643219,21,8,44,20,6,4,4,44,34,70,10,14,11,67
5590,Base_3610000E4311,31.28527451,121.17847443,24,1,18,1,6,1,7,24,4,49,0,4,0,17
5591,Base_3610000E4331,31.34851837,121.35202026,12,6,9,8,5,0,8,41,11,80,6,0,2,53
5592,Base_3610000E4332,31.34502602,121.35728455,4,1,0,0,6,0,3,1,1,2,0,1,0,0
5593,Base_3610000E4333,31.33710861,121.34373474,2,0,0,0,1,0,1,1,0,3,0,0,0,0
5594,Base_3610000E4341,31.35053444,121.36946869,2,0,16,5,3,0,6,12,3,7,1,1,2,5
5595,Base_3610000E4342,31.35187531,121.3772049,13,3,51,2,5,0,14,8,5,19,6,4,0,35
5596,Base_3610000E4343,31.33567619,121.35545349,0,0,0,0,0,13,0,7,2,0,0,0,0,0
5597,Base_3610000E4361,31.3894577,121.27279663,22,7,13,2,14,1,7,30,11,111,5,4,2,33
5598,Base_3610000E4362,31.38797951,121.27340698,32,7,15,10,14,1,14,57,9,123,5,4,2,46
5599,Base_3610000E4363,31.38733292,121.27397156,24,7,14,10,14,0,13,57,7,121,5,3,2,37
5600,Base_3610000E4371,31.41179085,121.21689606,6,0,26,0,2,0,4,0,0,1,0,0,1,0
5601,Base_3610000E4381,31.36504364,121.24097443,21,1,40,7,7,0,7,21,13,15,4,2,1,10
5602,Base_3610000E4382,31.36418533,121.24528503,14,2,40,0,4,0,9,7,7,2,3,0,1,2
5603,Base_3610000E4383,31.36802101,121.24130249,19,6,2,9,9,1,5,20,6,37,2,0,2,32
5604,Base_3610000E4391,31.24381447,121.22547913,16,3,7,9,4,1,7,39,13,43,2,5,11,28
5605,Base_3610000E4392,31.24308014,121.23599243,2,0,4,0,0,0,2,0,0,3,0,0,0,1
5606,Base_3610000E43B1,31.35117722,121.44663239,4,0,21,2,3,0,3,15,1,46,4,0,0,8
5607,Base_3610000E43B2,31.34919548,121.45368958,0,0,14,0,3,0,21,2,0,6,0,0,0,0
5608,Base_3610000E43B3,31.34229851,121.44998932,18,6,9,12,12,2,2,37,11,68,3,1,1,40
5609,Base_3610000E43C1,31.33556366,121.61197662,14,2,9,3,17,2,3,56,3,57,1,4,2,43
5610,Base_3610000E43C2,31.32585526,121.61927795,13,4,3,3,6,0,2,37,7,17,1,5,0,25
5611,Base_3610000E43C3,31.32526588,121.60273743,16,0,56,1,2,0,0,7,3,4,0,0,4,5
5612,Base_3610000E43D1,31.27265358,121.40097046,13,0,2,1,10,0,2,5,4,2,3,0,0,1
5613,Base_3610000E43D2,31.26825523,121.40597534,16,2,4,5,7,6,8,43,8,50,8,0,6,39
5614,Base_3610000E43D3,31.26475525,121.39529419,37,3,7,3,2,2,13,31,7,29,3,7,5,8
5615,Base_3610000E43E1,31.25713158,121.33625031,33,4,27,10,26,2,11,69,23,76,14,14,2,65
5616,Base_3610000E43E2,31.25391197,121.34223938,2,0,12,2,8,1,3,0,2,3,0,0,0,3
5617,Base_3610000E43E3,31.25295067,121.32859039,15,1,28,0,4,0,16,13,3,17,1,3,0,6
5618,Base_3610000E43F1,31.40301132,121.25121307,24,3,8,10,3,1,8,38,10,44,0,6,6,38
5619,Base_3610000E43F2,31.39889336,121.25270844,27,6,8,6,5,2,8,37,5,47,2,2,5,32
5620,Base_3610000E43F3,31.39748192,121.24795532,22,5,11,11,16,6,5,60,14,66,6,3,7,35
5621,Base_3610000E4401,31.25798225,121.39341736,9,2,5,30,19,0,1,13,7,28,3,0,0,15
5622,Base_3610000E4402,31.25881386,121.39543915,22,4,22,33,40,0,3,32,17,66,3,1,1,18
5623,Base_3610000E4411,31.34364128,121.3910675,11,2,30,1,6,0,7,10,4,391,3,1,1,11
5624,Base_3610000E4412,31.32904053,121.39120483,6,0,4,8,4,0,5,28,7,28,1,2,3,22
5625,Base_3610000E4413,31.33012581,121.37791443,2,2,10,0,3,0,10,5,2,18,0,0,0,16
5626,Base_3610000E4421,31.27940559,121.18475342,9,0,6,2,3,0,2,1,2,1,2,0,0,4
5627,Base_3610000E4422,31.27401733,121.19075775,4,0,2,0,5,0,0,2,1,0,0,0,0,1
5628,Base_3610000E4432,31.21941185,121.30335236,5,0,2,1,2,1,7,9,6,6,0,16,0,14
5629,Base_3610000E4441,31.38443756,121.4953537,28,16,29,12,16,1,14,26,18,30,4,6,3,46
5630,Base_3610000E4442,31.37899971,121.49588013,54,0,23,8,13,1,2,18,6,37,3,6,9,26
5631,Base_3610000E4443,31.38098145,121.49314117,42,9,19,35,13,2,4,42,24,78,8,17,7,58
5632,Base_3610000E4451,31.42225266,121.20689392,8,0,10,0,4,0,1,0,0,1,0,0,0,1
5633,Base_3610000E4452,31.42189789,121.20795441,9,0,11,0,4,0,0,0,0,1,0,0,0,1
5634,Base_3610000E4461,31.3013134,121.18292999,1,0,14,0,0,0,3,3,1,1,1,0,0,0
5635,Base_3610000E4462,31.29668999,121.18022919,5,0,12,0,1,0,0,1,0,2,0,0,0,0
5636,Base_3610000E4471,31.3077755,121.17311096,2,0,4,0,0,0,1,4,0,0,1,0,0,0
5637,Base_3610000E4472,31.30237389,121.17704773,0,0,10,0,1,0,0,3,0,3,0,0,0,1
5638,Base_3610000E4481,31.35029221,121.36161041,12,6,10,17,9,2,7,79,10,71,3,14,2,49
5639,Base_3610000E4482,31.34985352,121.36360168,13,6,20,18,11,1,2,76,22,66,3,20,9,49
5640,Base_3610000E4483,31.34726524,121.36175537,6,4,4,6,9,0,2,32,0,35,4,6,0,25
5641,Base_3610000E4491,31.25216484,121.29471588,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,Base_3610000E4492,31.24241257,121.30308533,7,2,0,0,2,0,16,5,3,2,0,0,0,1
5643,Base_3610000E4493,31.23810005,121.30574799,10,2,9,6,6,0,2,38,8,56,3,16,2,59
5644,Base_3610000E44A1,31.29087448,121.39757538,10,2,6,7,7,0,6,35,5,53,3,7,3,75
5645,Base_3610000E44A2,31.29235458,121.39667511,12,3,5,5,10,0,6,29,8,27,2,7,2,48
5646,Base_3610000E44A3,31.29099655,121.39833832,12,4,6,8,6,0,5,37,6,45,4,7,3,70
5647,Base_3610000E44E1,31.33609962,121.24686432,6,1,19,1,7,0,2,14,3,13,3,3,1,1
5648,Base_3610000E44E2,31.34377289,121.2533493,12,2,58,1,7,0,3,23,9,20,1,4,2,36
5649,Base_3610000E44E3,31.34562302,121.24187469,9,3,7,2,4,0,6,13,0,11,4,2,0,9
5650,Base_3610000E44F1,31.32681274,121.25626373,8,1,19,2,3,0,63,14,1,29,0,2,1,12
5651,Base_3610000E44F2,31.32663536,121.26331329,26,8,48,5,3,0,75,29,5,298,2,14,3,63
5652,Base_3610000E4521,31.63132858,121.40957642,8,0,3,1,9,0,3,10,2,18,0,1,0,6
5653,Base_3610000E4531,31.62134933,121.39126587,51,4,22,9,12,1,11,73,16,184,0,27,10,118
5654,Base_3610000E4571,31.3379631,121.49497223,4,0,7,0,6,0,5,11,2,14,2,4,0,30
5655,Base_3610000E4572,31.32849884,121.50130463,15,0,0,0,7,0,0,7,2,4,2,0,1,0
5656,Base_3610000E45D1,31.15122414,121.25456238,0,0,4,0,1,0,0,0,0,1,0,0,0,2
5657,Base_3610000E45D2,31.23588181,121.34299469,15,0,22,0,6,0,3,2,1,5,0,1,1,3
5658,Base_3610000E4602,31.21186829,121.10359192,4,0,2,0,5,0,0,3,1,0,0,0,0,0
5659,Base_3610000E4621,31.2944622,121.4026947,14,6,20,2,10,0,10,35,22,38,17,1,1,23
5660,Base_3610000E4622,31.29356194,121.40989685,9,3,32,6,7,0,7,26,8,29,6,0,0,23
5661,Base_3610000E4623,31.29256439,121.40106201,10,6,7,3,3,0,6,42,23,36,14,1,3,14
5662,Base_3610000E4641,31.30904007,121.38800049,6,0,0,20,4,0,4,13,5,30,1,1,0,28
5663,Base_3610000E4643,31.20413017,121.24060822,2,2,31,0,2,0,14,8,3,8,1,0,0,9
5664,Base_3610000E46F1,31.19302368,121.18869781,4,1,88,1,0,0,7,10,2,348,1,2,2,5
5665,Base_3610000E46F2,31.15322495,121.21060181,2,0,3,1,2,1,1,5,1,3,2,2,0,2
5666,Base_3610000E46F3,31.2213707,121.31100464,11,0,11,0,4,1,3,5,0,3,1,5,0,2
5667,Base_3610000E4861,31.33851433,121.48926544,23,5,57,1,15,2,7,27,15,60,7,2,3,43
5668,Base_3610000E48D1,31.26427269,121.31983185,2,1,17,3,7,0,11,14,0,42,0,1,0,3
5669,Base_3610000E48D2,31.26282692,121.32874298,23,3,55,0,4,0,11,17,0,233,0,17,0,30
5670,Base_3610000E48D3,31.2575016,121.31771851,6,2,7,3,5,0,17,8,5,19,1,1,0,12
5671,Base_3610000E4931,31.30965042,121.39892578,13,3,2,3,10,1,3,22,3,29,1,7,2,24
5672,Base_3610000E4932,31.30957794,121.40053558,17,3,5,4,11,1,3,42,5,43,0,3,2,34
5673,Base_3610000E4933,31.30924797,121.39645386,13,3,5,3,7,0,7,28,4,32,2,5,2,20
5674,Base_3610000E7851,31.32381058,121.44019318,23,36,58,18,21,3,16,220,79,478,33,8,4,316
5675,Base_3610000E7852,31.32450104,121.4400177,23,39,55,21,19,3,13,230,73,446,34,11,3,294
5676,Base_3610000F0021,31.18385887,121.49620056,26,4,16,20,20,1,6,42,12,19,15,7,7,23
5677,Base_3610000F0022,31.18198395,121.50177002,23,2,5,5,12,0,6,54,13,43,25,0,12,38
5678,Base_3610000F0023,31.17750168,121.49243927,26,4,5,21,11,0,1,72,17,130,1,11,8,51
5679,Base_3610000F0031,31.24578285,121.52945709,37,2,111,2,20,1,3,32,9,20,8,8,15,36
5680,Base_3610000F0051,31.17281151,121.49210358,28,2,5,7,15,4,7,42,13,73,7,8,3,92
5681,Base_3610000F0052,31.17635536,121.49017334,18,5,10,19,15,1,2,72,21,155,2,10,9,88
5682,Base_3610000F0053,31.17060089,121.48491669,19,4,6,4,13,1,0,29,9,17,2,2,0,21
5683,Base_3610000F0061,31.25361443,121.54586792,18,5,12,3,14,0,2,12,3,5,0,8,3,10
5684,Base_3610000F0062,31.25153732,121.54884338,21,5,17,6,17,2,4,28,6,38,2,9,3,39
5685,Base_3610000F0063,31.25146484,121.54536438,33,7,65,8,26,1,2,29,9,46,2,9,8,41
5686,Base_3610000F0081,31.26590157,121.58255005,14,1,22,12,19,0,11,60,43,53,15,3,0,34
5687,Base_3610000F0082,31.26796913,121.58311462,20,0,20,7,14,0,13,47,26,34,5,3,0,19
5688,Base_3610000F0083,31.26744461,121.58271027,16,0,18,7,17,0,11,52,26,38,6,3,0,33
5689,Base_3610000F0091,31.16405678,121.49261475,31,9,16,11,15,0,8,84,18,96,3,13,14,112
5690,Base_3610000F0092,31.16028786,121.49620056,37,9,24,25,16,2,19,89,9,202,9,11,11,123
5691,Base_3610000F0093,31.15828705,121.48904419,18,3,14,17,41,0,12,100,8,122,4,5,0,79
5692,Base_3610000F00A1,31.20804787,121.55987549,35,9,27,17,13,0,15,53,22,25,9,5,28,43
5693,Base_3610000F00A2,31.20922852,121.56684113,5,0,4,0,0,0,0,4,9,4,0,0,0,3
5694,Base_3610000F00A3,31.20464516,121.56365204,1,0,1,1,1,0,2,0,2,1,0,0,0,0
5695,Base_3610000F00B1,31.21238136,121.51300049,62,9,37,24,34,1,3,96,29,227,11,46,20,143
5696,Base_3610000F00B2,31.2103405,121.51920319,34,3,27,75,15,1,4,32,27,89,8,30,7,53
5697,Base_3610000F00B3,31.2103157,121.51668549,48,10,38,64,22,2,4,57,27,228,9,40,13,141
5698,Base_3610000F00C1,31.28319931,121.52887726,22,4,30,25,32,18,2,54,15,121,4,9,6,39
5699,Base_3610000F00C2,31.27912712,121.5326767,28,9,45,5,23,5,10,30,3,69,3,7,1,62
5700,Base_3610000F00C3,31.27774048,121.52663422,29,4,44,13,17,0,28,17,7,49,4,5,3,27
5701,Base_3610000F00D1,31.26216507,121.52640533,30,3,34,13,33,0,10,71,15,95,7,4,10,53
5702,Base_3610000F00D2,31.26154137,121.52719879,35,3,35,17,32,1,9,75,19,92,7,3,10,59
5703,Base_3610000F00D3,31.2613678,121.52459717,36,1,18,9,41,0,12,56,13,100,3,6,3,40
5704,Base_3610000F00F1,31.25013542,121.56626892,32,2,3,9,21,1,6,14,22,39,2,3,1,17
5705,Base_3610000F00F2,31.24645424,121.57215118,13,4,4,2,12,1,0,28,14,21,1,0,4,13
5706,Base_3610000F00F3,31.24365807,121.56661987,17,5,8,7,24,0,12,54,5,76,3,6,3,81
5707,Base_3610000F0101,31.20029449,121.4751358,62,17,71,29,43,1,10,85,17,166,14,10,14,131
5708,Base_3610000F0102,31.18989563,121.47691345,8,2,2,0,0,3,1,4,0,1,1,1,0,1
5709,Base_3610000F0103,31.19456673,121.46949768,36,4,64,4,18,11,8,26,13,26,11,3,14,27
5710,Base_3610000F0111,31.18799782,121.47745514,15,2,11,1,7,5,3,3,1,4,1,1,4,4
5711,Base_3610000F0112,31.18272972,121.47546387,9,0,5,0,0,1,0,2,0,1,0,0,0,0
5712,Base_3610000F0113,31.1848259,121.4710083,10,1,1,0,1,5,0,2,3,2,2,0,0,4
5713,Base_3610000F0131,31.22340393,121.6121521,7,0,3,1,4,0,0,3,4,1,2,0,0,6
5714,Base_3610000F0132,31.21260262,121.61475372,15,2,1,1,4,8,0,14,1,8,2,2,0,3
5715,Base_3610000F0133,31.21969032,121.60518646,9,0,3,0,2,1,1,0,2,0,0,0,0,1
5716,Base_3610000F0151,31.25853157,121.55453491,18,0,31,8,25,1,1,18,5,58,2,6,4,39
5717,Base_3610000F0152,31.25178146,121.55258179,14,0,8,2,12,1,2,4,4,5,0,2,0,7
5718,Base_3610000F0153,31.25613022,121.5504837,16,0,35,6,16,1,6,27,4,31,2,17,4,31
5719,Base_3610000F0161,31.21774292,121.56880951,6,0,0,1,9,0,0,8,5,2,0,2,0,2
5720,Base_3610000F0162,31.21439362,121.58263397,13,0,32,0,15,0,5,3,4,1,7,0,12,3
5721,Base_3610000F0163,31.2103138,121.57019043,3,0,0,0,0,0,0,1,0,0,0,0,0,1
5722,Base_3610000F0171,31.25555038,121.55059814,16,0,32,6,19,1,6,26,5,30,2,17,3,31
5723,Base_3610000F0173,31.21104813,121.46772766,71,10,50,24,59,9,4,87,45,138,11,41,18,105
5724,Base_3610000F0181,31.20632744,121.47958374,44,11,41,63,60,0,4,78,37,142,8,26,13,135
5725,Base_3610000F0182,31.20329857,121.48352051,44,3,39,60,38,0,1,107,26,96,8,31,11,62
5726,Base_3610000F0183,31.20181274,121.47868347,57,18,81,31,40,0,6,79,37,128,12,20,9,132
5727,Base_3610000F0191,31.21159935,121.48634338,39,3,36,26,45,0,9,85,31,130,6,19,22,66
5728,Base_3610000F0192,31.20844078,121.49712372,27,3,17,2,2,2,8,12,7,17,21,2,2,12
5729,Base_3610000F0193,31.20792198,121.48399353,43,4,22,29,42,1,0,60,26,123,14,24,20,73
5730,Base_3610000F01A1,31.21905136,121.51873779,27,1,27,14,39,1,10,60,13,78,1,17,10,31
5731,Base_3610000F01A2,31.21569633,121.52017975,32,5,19,16,46,2,9,81,18,130,7,36,16,120
5732,Base_3610000F01A3,31.21830177,121.51685333,41,3,47,12,47,0,9,68,23,79,3,13,8,50
5733,Base_3610000F01B1,31.25290871,121.61255646,21,0,55,1,12,0,12,6,10,37,3,1,3,13
5734,Base_3610000F01B2,31.24895287,121.61873627,10,0,66,0,12,0,1,4,5,4,2,0,0,3
5735,Base_3610000F01B3,31.2503109,121.61003876,14,0,34,0,8,0,6,3,3,11,3,0,0,0
5736,Base_3610000F01C1,31.20233154,121.53022766,39,1,6,7,18,0,9,54,28,51,12,6,4,69
5737,Base_3610000F01C2,31.19951439,121.53458405,14,0,4,0,7,0,5,16,6,4,1,1,0,6
5738,Base_3610000F01C3,31.20048523,121.52722168,19,1,17,2,9,0,1,25,17,36,5,5,0,32
5739,Base_3610000F01E1,31.27137184,121.53682709,23,10,12,16,29,2,4,70,11,96,2,9,10,59
5740,Base_3610000F01E2,31.26837158,121.53690338,21,12,45,14,39,1,3,50,28,113,5,18,8,70
5741,Base_3610000F01E3,31.26729393,121.53201294,42,10,67,9,46,0,7,70,24,123,11,17,13,99
5742,Base_3610000F01F1,31.26382637,121.61328125,16,1,52,2,11,0,4,7,2,9,0,0,4,0
5743,Base_3610000F01F2,31.26135635,121.6190567,25,2,71,2,22,1,8,57,4,13,1,1,4,19
5744,Base_3610000F01F3,31.25668335,121.61078644,52,6,166,6,30,0,17,72,10,37,7,19,3,98
5745,Base_3610000F0201,31.20186996,121.46336365,46,5,37,22,53,1,10,73,43,65,19,18,15,46
5746,Base_3610000F0202,31.19782066,121.46775818,31,5,71,11,49,3,11,48,19,66,9,7,17,58
5747,Base_3610000F0203,31.19717789,121.46511078,23,8,61,11,49,0,13,40,17,61,8,3,10,19
5748,Base_3610000F0211,31.2242527,121.52688599,92,6,213,14,34,1,13,59,30,61,6,15,122,93
5749,Base_3610000F0212,31.20638847,121.4878006,39,4,24,8,29,2,2,57,13,68,15,16,12,27
5750,Base_3610000F0213,31.17658424,121.64292145,1,0,0,0,0,0,1,4,0,0,1,0,0,0
5751,Base_3610000F0221,31.24410629,121.51455688,60,6,74,8,34,2,3,57,15,38,5,21,18,55
5752,Base_3610000F0222,31.24366379,121.51756287,58,9,87,18,25,0,3,69,19,63,6,29,26,59
5753,Base_3610000F0223,31.24367714,121.51490784,52,6,77,11,40,0,3,62,21,46,5,31,19,57
5754,Base_3610000F0231,31.20923042,121.50414276,11,2,5,1,5,4,0,7,0,6,3,4,2,5
5755,Base_3610000F0232,31.21065903,121.51161957,59,4,40,21,35,0,3,67,24,65,9,39,11,99
5756,Base_3610000F0233,31.20529556,121.50973511,24,1,32,0,15,3,7,9,11,14,4,9,3,14
5757,Base_3610000F0241,31.22118187,121.48664093,12,5,21,12,45,19,0,56,20,150,4,17,1,63
5758,Base_3610000F0242,31.21705818,121.48828125,39,6,28,26,45,4,4,77,24,110,6,12,7,34
5759,Base_3610000F0243,31.2171917,121.4834671,43,12,75,21,76,10,1,119,30,244,15,34,27,96
5760,Base_3610000F0251,31.28436852,121.5530777,3,3,22,3,9,0,0,6,3,17,5,2,0,28
5761,Base_3610000F0252,31.27770424,121.55496979,14,3,39,0,13,0,8,23,7,22,1,0,0,3
